Country,State,Year,Month,"Ration Cards (UOM:Number), Scaling Factor:1","Transactions Through Portability-Inter District Under Antyodaya Anna Yojana (UOM:Number), Scaling Factor:1","Transactions Through Portability-Inter District Under Priority Household (UOM:Number), Scaling Factor:1","Transactions Through Portability-Intra District Under Antyodaya Anna Yojana (UOM:Number), Scaling Factor:1","Transactions Through Portability-Intra District Under Priority Household (UOM:Number), Scaling Factor:1","Quantity Distributed Through Portability Inter Distric Under Antyodaya Anna Yojana (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Inter District Under Priority Household (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Intra District Under Antyodaya Anna Yojana (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Intra District Under Priority Household (UOM:MT(MetricTonne)), Scaling Factor:1"
India,Kerala,"Calendar Year (Jan - Dec), 2021","February, 2021",3838504,7224,37718,87351,553986,218,555.26,2710.21,9629.9
India,Ladakh,"Calendar Year (Jan - Dec), 2021","February, 2021",29268,0,0,0,0,0,0,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2021","February, 2021",5160,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021","February, 2021",11077132,5645,38810,29798,275619,180.43,749.36,996.88,5534.44
India,Maharashtra,"Calendar Year (Jan - Dec), 2021","February, 2021",14909252,7533,66743,41972,610630,247.08,1434.26,1436.62,13339.32
India,Manipur,"Calendar Year (Jan - Dec), 2021","February, 2021",536653,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2021","February, 2021",419964,0,0,0,0,0,0,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2021","February, 2021",157733,0,0,0,1,0,0,0,0.01
India,Nagaland,"Calendar Year (Jan - Dec), 2021","February, 2021",306680,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2021","February, 2021",9246860,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2021","February, 2021",10687017,2079,27138,69107,1422476,72.05,577.71,2405.71,29630.07
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2021","February, 2021",11200104,4,23,34,132,0.3,0.82,1.13,1.8
India,Telangana,"Calendar Year (Jan - Dec), 2021","February, 2021",5354660,18494,210830,73730,878921,687.46,4834.43,2510.87,16610.78
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2021","February, 2021",51585,0,0,43,830,0,0,1.51,18.38
India,Tripura,"Calendar Year (Jan - Dec), 2021","February, 2021",580407,217,1490,1685,9041,7.4,25.83,55.16,179.64
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021","February, 2021",35880179,6674,123479,44080,921449,223.26,2439.36,1496.02,18818.32
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021","February, 2021",1296261,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2021","February, 2021",56044503,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2021","January, 2021",8315847,14294,133070,272858,3385492,247.43,1067.67,4746.37,26647.51
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2021","January, 2021",131309,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2021","January, 2021",17847686,4779,38900,458175,3486238,166.31,928.65,15989.43,77746.23
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2021","January, 2021",5116920,15,0,371,0,0.11,0.25,1.68,7.29
India,Goa,"Calendar Year (Jan - Dec), 2021","January, 2021",142809,1,22,125,465,0.04,0.31,4.38,8.71
India,Gujarat,"Calendar Year (Jan - Dec), 2021","January, 2021",7127073,857,7112,2096,22533,29.21,165.75,72.16,519.6
India,Haryana,"Calendar Year (Jan - Dec), 2021","January, 2021",2707517,77,495,39445,453029,69.67,219.94,1244.08,9698.83
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2021","January, 2021",662988,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2021","January, 2021",1541629,23,293,1824,12671,0.8,6.26,63.22,273.74
India,Jharkhand,"Calendar Year (Jan - Dec), 2021","January, 2021",5688394,3691,28261,0,0,128.88,667.74,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2021","January, 2021",12203454,2454,90735,21225,645754,0.8,13.28,4.73,78.57
India,Kerala,"Calendar Year (Jan - Dec), 2021","January, 2021",3835570,7042,36343,83186,527661,227.05,580.26,2679.14,9562.83
India,Ladakh,"Calendar Year (Jan - Dec), 2021","January, 2021",29268,0,0,0,0,0,0,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2021","January, 2021",5160,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021","January, 2021",10854058,5457,35842,35125,301253,194.64,775.39,1217.39,6352.07
India,Maharashtra,"Calendar Year (Jan - Dec), 2021","January, 2021",15672301,7349,67490,42809,605699,247.43,1466.04,1470.31,13213.99
India,Manipur,"Calendar Year (Jan - Dec), 2021","January, 2021",557227,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2021","January, 2021",421503,0,0,0,0,0,0,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2021","January, 2021",157360,0,0,0,0,0,0,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2021","January, 2021",304217,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2021","January, 2021",9255268,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2021","January, 2021",10701245,1964,25707,67999,1431052,68.12,541.24,2362.51,29556.16
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2021","January, 2021",11202402,0,0,0,0,0,0.1,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2021","January, 2021",5353596,18208,204039,72398,862014,674.87,4687.04,2458.28,16274.67
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2021","January, 2021",51556,0,0,33,1538,0,0,1.16,33.84
India,Tripura,"Calendar Year (Jan - Dec), 2021","January, 2021",578263,231,1437,1550,8751,7.5,24.5,48.57,166.47
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021","January, 2021",35877402,6253,114864,46902,946904,218.86,2367.79,1641.57,19757.02
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021","January, 2021",1331822,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2021","January, 2021",56226927,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020","December, 2020",16847,5,5,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",8816876,15998,128276,269780,2939066,277.26,1153.75,4698.75,26708.32
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",131309,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2020","December, 2020",17847686,4432,36158,424150,3184284,154.48,868.96,14813.69,71118.55
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","December, 2020",5117633,2036,0,37704,0,10.94,38.35,208.55,727
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",142739,1,16,105,318,0.04,0.2,3.68,6.1
India,Gujarat,"Calendar Year (Jan - Dec), 2020","December, 2020",7062631,778,6469,1925,19479,26.74,151.04,66.28,456.3
India,Haryana,"Calendar Year (Jan - Dec), 2020","December, 2020",2707649,2373,12680,38940,455948,69.32,223.79,1234.49,9682.83
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",671434,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020","December, 2020",1644725,29,283,2819,18863,0.81,5.08,97.32,405.27
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",5683725,1282,9560,1537,12772,44.59,227.96,53.06,307.52
India,Karnataka,"Calendar Year (Jan - Dec), 2020","December, 2020",12206425,2206,86193,21098,649004,0.78,14.25,7.41,109.11
India,Kerala,"Calendar Year (Jan - Dec), 2020","December, 2020",3833085,6978,36675,83188,521995,204.29,532.92,2536.86,8966.01
India,Ladakh,"Calendar Year (Jan - Dec), 2020","December, 2020",29268,0,0,0,0,0,0,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020","December, 2020",5160,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",10862319,5348,35277,35232,297274,190.18,765.21,1243.36,6474.15
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",15630262,7160,65009,40973,583769,237.06,1403.74,1401.34,12629.11
India,Manipur,"Calendar Year (Jan - Dec), 2020","December, 2020",586221,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","December, 2020",414820,0,0,0,0,0,0,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020","December, 2020",156784,0,0,0,0,0,0,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020","December, 2020",298583,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",9261751,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","December, 2020",10772743,1473,18939,61376,1267948,51.11,404.71,2133.54,26671.04
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","December, 2020",11190327,2,22,19,95,0.29,0.67,0.82,2.42
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",5352384,17673,201353,71374,857255,651.23,4570.66,2418.95,16186.49
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020","December, 2020",51501,0,0,29,1610,0,0,1.02,35.24
India,Tripura,"Calendar Year (Jan - Dec), 2020","December, 2020",578321,204,1440,1325,7871,6.51,22.7,40.54,142.73
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",35816498,5409,102162,42802,864288,189.31,2105.99,1498.07,18023.32
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","December, 2020",1346578,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",56206840,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020","November, 2020",16743,15,15,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",8440848,14160,142534,295167,3747534,245.03,1113.36,5145.84,29164.25
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",117836,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2020","November, 2020",17646728,4029,33977,457937,3500217,137.28,797,15234.92,73431.44
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","November, 2020",5118546,1540,0,17808,0,23715.73,87406.54,23715.52,87405.72
India,Goa,"Calendar Year (Jan - Dec), 2020","November, 2020",142726,1,15,37,291,0.04,0.21,1.3,5.61
India,Gujarat,"Calendar Year (Jan - Dec), 2020","November, 2020",6865383,738,5898,1753,18333,25.24,136.87,60.35,427.86
India,Haryana,"Calendar Year (Jan - Dec), 2020","November, 2020",2699339,0,0,41500,484296,59.59,184.58,1167.92,9187.64
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",671428,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020","November, 2020",1646592,37,192,2483,16774,1.36,4.08,86.17,365.09
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","November, 2020",5676406,4,69,261,2372,0.07,1.6,7.97,50.19
India,Karnataka,"Calendar Year (Jan - Dec), 2020","November, 2020",12208326,1913,79599,17297,583548,0.67,13.32,6.09,100.04
India,Kerala,"Calendar Year (Jan - Dec), 2020","November, 2020",3801531,7267,37622,84491,525374,210.5,539.46,2571.46,9048.63
India,Ladakh,"Calendar Year (Jan - Dec), 2020","November, 2020",29268,0,0,0,0,0,0,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020","November, 2020",5160,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",10850067,5118,34050,36577,298848,183.6,743.78,1291.74,6558.71
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","November, 2020",15577732,6641,62594,39331,563094,231.85,1425.38,1417.87,12940.7
India,Manipur,"Calendar Year (Jan - Dec), 2020","November, 2020",593727,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","November, 2020",417569,0,0,0,0,0,0,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020","November, 2020",155964,0,0,0,0,0,0,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020","November, 2020",293442,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2020","November, 2020",9261751,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","November, 2020",10808107,1431,19092,59026,1248416,49.85,440.86,2055.99,27540.51
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","November, 2020",11187347,0,1,0,1,0,0.01,0,0.02
India,Telangana,"Calendar Year (Jan - Dec), 2020","November, 2020",5352122,16241,185357,69860,852191,216.72,0,885.97,15881.22
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020","November, 2020",52293,0,0,23,1604,0,0,0.81,34.57
India,Tripura,"Calendar Year (Jan - Dec), 2020","November, 2020",578376,191,1260,968,6321,6.31,21.18,30.49,116.54
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","November, 2020",35762251,4574,100983,46090,1041170,160.09,2070.41,1613.15,21816.57
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","November, 2020",1349309,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2020","November, 2020",56134008,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020","October, 2020",16746,5,5,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","October, 2020",8959249,14856,155640,294850,3787306,257.85,1230.31,5141.98,29595.85
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020","October, 2020",181418,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2020","October, 2020",17815939,3077,27062,425320,3225612,106.29,652.49,14638.23,70057.07
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","October, 2020",5118546,1,0,52,0,24168.17,88387.93,24168.17,88387.93
India,Goa,"Calendar Year (Jan - Dec), 2020","October, 2020",142689,2,17,117,404,0.07,0.24,4.1,7.47
India,Gujarat,"Calendar Year (Jan - Dec), 2020","October, 2020",6702798,704,5648,1388,16046,24.19,129.89,47.65,376.29
India,Haryana,"Calendar Year (Jan - Dec), 2020","October, 2020",2699158,1773,8710,33761,402589,61.64,184.97,1177.44,9284.85
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","October, 2020",672162,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020","October, 2020",1644526,15,238,3186,18796,0.48,5.45,111.11,413.45
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","October, 2020",5675205,3,86,755,5732,0.11,1.93,25.48,135.78
India,Karnataka,"Calendar Year (Jan - Dec), 2020","October, 2020",12785308,1961,78872,20022,633300,0.68,14.48,6.95,117.3
India,Kerala,"Calendar Year (Jan - Dec), 2020","October, 2020",3796092,7128,37507,83069,522403,208.87,524.02,2551.63,8825.73
India,Ladakh,"Calendar Year (Jan - Dec), 2020","October, 2020",29250,0,0,0,0,0,0,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020","October, 2020",5160,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","October, 2020",10972373,5745,39176,36644,321608,183.82,828.64,1171.28,6849.52
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","October, 2020",15526814,6900,67204,40578,593312,221.08,1390.29,1384.79,12694.78
India,Manipur,"Calendar Year (Jan - Dec), 2020","October, 2020",602118,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","October, 2020",421505,0,0,0,0,0,0,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020","October, 2020",155704,0,0,0,0,0,0,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020","October, 2020",290572,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2020","October, 2020",9261750,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","October, 2020",10836219,1565,21009,61775,1322601,54.41,485.16,2152.99,29229.55
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","October, 2020",11155998,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2020","October, 2020",5350637,16229,190249,67886,832392,218.59,0,856.46,15527.44
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020","October, 2020",62413,0,0,22,1584,0,0,0.77,34.25
India,Tripura,"Calendar Year (Jan - Dec), 2020","October, 2020",578411,240,1170,1297,6239,6.42,18.42,28.83,108.78
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","October, 2020",35731082,4278,95044,49026,1000503,149.73,1923.16,1715.91,20840.11
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","October, 2020",1366778,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2020","October, 2020",56137751,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020","September, 2020",5028,10,10,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","September, 2020",8960278,7107,75668,145754,1876169,247.92,1198.56,5087.47,29329.39
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020","September, 2020",172296,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2020","September, 2020",17790969,2716,24548,443919,3333009,93.28,592.46,15267.82,72135.7
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","September, 2020",5147210,0,0,31,0,23684.88,86738.97,23684.77,86738.1
India,Goa,"Calendar Year (Jan - Dec), 2020","September, 2020",142668,2,18,135,439,0.07,0.23,4.73,8.17
India,Gujarat,"Calendar Year (Jan - Dec), 2020","September, 2020",6923836,645,4921,1265,14338,21.97,113.57,43.2,335.03
India,Haryana,"Calendar Year (Jan - Dec), 2020","September, 2020",2700168,1507,7247,33248,393751,52.4,152.59,1160.22,9053.87
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","September, 2020",674816,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020","September, 2020",1609746.41116453662808643040,14.67190290073550286150,177.04096166887506786210,3766.76653804882810130910,20448.72013618509485483460,0.469500892823536,3.2082561009608299590480,130.8049049943572531778930,451.9239531484549591399230
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","September, 2020",5658408,18,237,3577,24079,0.63,5.22,112.75,540.34
India,Karnataka,"Calendar Year (Jan - Dec), 2020","September, 2020",12769659,2027,78521,20410,617104,0.67,13.09,6.5,99.27
India,Kerala,"Calendar Year (Jan - Dec), 2020","September, 2020",3785407,6912,34031,79704,482527,219.74,562.75,2532.74,8926.36
India,Ladakh,"Calendar Year (Jan - Dec), 2020","September, 2020",35997.58883546337191356960,0.32809709926449713850,3.95903833112493213790,84.23346195117189869090,457.27986381490514516540,0.0104991071764639,0.0717438990391700409520,2.9250950056427468221070,10.1060468515450408600770
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020","September, 2020",5160,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","September, 2020",10945990,4726,34093,31155,276253,154.86,741.88,1014.78,6106.02
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","September, 2020",15443156,6500,63718,39188,555793,200.13,1303.17,1325.37,11816.64
India,Manipur,"Calendar Year (Jan - Dec), 2020","September, 2020",602139,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","September, 2020",421303,0,0,0,0,0,0,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020","September, 2020",155584,0,0,0,0,0,0,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020","September, 2020",287120,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2020","September, 2020",9274719,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2020","September, 2020",3657791,27,1566,7074,328569,3.32,93.52,751.62,19231.03
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","September, 2020",11025672,1476,19709,62860,1351906,51.19,455.19,2184.3,29845.28
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","September, 2020",11158145,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2020","September, 2020",5349267,16192,182034,71756,809481,203.88,0,828.14,14927.87
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020","September, 2020",62459,0,1,9,331,0,0.01,0.32,6.37
India,Tripura,"Calendar Year (Jan - Dec), 2020","September, 2020",578176,197,1281,901,5152,5.97,19.66,26.26,90.69
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","September, 2020",35669120,3860,82202,45141,918949,135.1,1669.83,1579.94,19178.61
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","September, 2020",1359876,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2020","September, 2020",56165883,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020","August, 2020",16750,3,3,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","August, 2020",8991075,6109,62997,143624,1855577,211.45,962.63,5016.37,28634.63
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020","August, 2020",172325,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2020","August, 2020",17813511,2101,18813,420214,3122674,68.54,452.88,13491.84,62581.24
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","August, 2020",5115850,3373,0,32509,0,0,0,0,0
India,Goa,"Calendar Year (Jan - Dec), 2020","August, 2020",142601,3,15,51,334,0.11,0.24,1.79,6.15
India,Gujarat,"Calendar Year (Jan - Dec), 2020","August, 2020",6904343,476,3777,959,10230,15.87,86.34,33.09,240.09
India,Haryana,"Calendar Year (Jan - Dec), 2020","August, 2020",2700386,1660,8349,33707,393651,57.69,173.04,1175.91,8998.51
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","August, 2020",678475,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020","August, 2020",1610752.90370352708358272930,13.69377604068646933740,126.17836494632532460890,2424.77648606155410624390,11866.63506611487471438120,0.449938355622555,2.2007854351103254292250,84.4319105594325738003120,265.0625978046875946958590
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","August, 2020",5673012,78,870,472,2562,2.21,14.09,12.85,50.23
India,Karnataka,"Calendar Year (Jan - Dec), 2020","August, 2020",12759225,1907,75881,20599,612092,0.36,3.05,5.72,60.48
India,Kerala,"Calendar Year (Jan - Dec), 2020","August, 2020",3752026,6760,35198,75932,477277,205.54,554.52,2381.05,8620.55
India,Ladakh,"Calendar Year (Jan - Dec), 2020","August, 2020",36020.09629647291641727070,0.30622395931353066260,2.82163505367467539110,54.22351393844589375610,265.36493388512528561880,0.0100616443774446,0.0492145648896745707750,1.8880894405674261996880,5.9274021953124053041410
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020","August, 2020",5160,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","August, 2020",11689138,4424,30749,28496,230434,150.16,700.19,949.18,5405.94
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","August, 2020",15379049,5678,60764,36730,492793,188.45,1303.3,1252.75,10656.05
India,Manipur,"Calendar Year (Jan - Dec), 2020","August, 2020",601364,0,0,0,0,0,0,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020","August, 2020",155558,0,0,0,0,0,0,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020","August, 2020",286185,0,0,0,0,0,0,0,0
